,0,1
4557,11043.png,"d\mu(k, \kappa, q) = d^4\!k\, \theta(k^0) \delta(k^2 + \kappa^2) \delta(q - u k).
"
4558,11044.png,"{\cal O}_{i,i+1}^{ab}(x)=\eta^{ab}+\frac{1}{a}\omega_{i,i+1}^{ab}(x)+    \cdots \, ,
"
4559,11045.png,"x=\frac{\sqrt{3}}{2}(\phi-\tilde{\phi}) ~~~, \hspace{.1in}y=\frac{\sqrt{3}}{2}(z-\tilde{z}) ~~~, \hspace{.1in} r^{2}=x^{2}+y^{2} ~~~, \nonumber
"
4560,11046.png,"\exp\left(W_0[J]\right)= \lim_{\hbar\to 0}\int\exp\left(\hbar^{-1}\sum_k\left(\Gamma_0[\phi_k]+J\phi_k\right)\right)\prod_kd\phi_k \,.
"
4561,11047.png,"=\,-2 \int d^3x\, \sum_{n=-\infty}^{n=+\infty}\int \frac{d^3p}{(2\pi)^3}\ln \left[p^2 + (\omega_n + e \varphi_0)^2\right] \;.
"
4562,11048.png,"C (z)=\epsilon y_i \Theta_\epsilon (X^0(z))\partial_n X^i(z),\qquad D (z) = \epsilon u_iX^0 (z)\Theta_\epsilon (X^0(z))\partial_n X^i(z),
"
4563,11049.png,"  f(T) = f_{UV} - 10 (N^2-1)(N+5F/N)\frac{g^{2}(T)}{16\pi^2}+ ...,
"
4564,1105.png,"\left[ \Theta _t(\Theta _t+2\nu )(\Theta _t-1-2\nu )(\Theta _t-1-4\nu)-t\right] G=0.
"
4565,11050.png,"      \phi'_{g_1} = \int_G F(2)^{g_1}_{g_2}\; \phi_{g_2} dg_2  \quad .
"
4566,11051.png,"S= \int_{{\cal M}} d^{4}x \left(-\frac12 \partial_\mu\phi_a\partial^\mu\phi_a- \frac{\lambda}{24} (\phi^2)^2 \right),
"
4567,11052.png,"  D a = da - %\frac12   (p^A \tilde\xi_A - q_A \xi^A)A^0 - 2 e A^0 \, .
"
4568,11053.png,"  \gamma_{\hat{i}\hat{j}}\varepsilon_a \propto i\left(\Gamma_{f(\hat{i},\hat{j})}\right)^{\;b}_a\varepsilon_b,
"
4569,11054.png,"\rho_{A} (\lambda ) = \frac{2}{\pi a^2 } \sqrt{a^2 - \lambda^{2} }
"
4570,11055.png,"\frac{1}{b_1}-\frac{1}{b_2}=0.
"
4571,11056.png,"{\widetilde H}_{GU} = H + {\displaystyle \int} d^2x \left [ (\frac{2\pi}{\alpha})^2 \phi\phi^* \psi^2 \right ].
"
4572,11057.png,"\frac{\zeta}{4}f-\{\zeta f''+(D-1)f'\}-Ef=0,
"
4573,11058.png,"{\cal S}_\sigma = -\frac{{\cal T}}{2}\int_\Sigma d^2\sigma \sqrt{\gamma}\gamma^{\alpha\beta}\eta_{MN}\partial_\alpha X^M \partial_\beta X^N~,\qquad \alpha, \beta =\sigma, \tau 
"
4574,1106.png,"\bar{\cal D}_{\dot{\beta}}h_{\beta}^{~\alpha} = 4i \sigma^b_{\beta{\dot{\beta}}} (\eta +F)^{-1}_{ba}\psi^{a\alpha},
"
4575,11060.png,"\Delta_{0} = 1 + \frac{1}{2} \alpha (\alpha-Q)\ .
"
4576,11061.png," H_\lambda=\frac 14\left\{\bar Z,\;Z\right\}   -\frac\lambda 4\left[Z,\;\bar Z\right],
"
4577,11062.png,"mL\sinh \theta -i\log R_{a}\left( \theta \right) -i\log R_{b}\left( \theta \right) =2\pi I
"
4578,11063.png,"\;\;\;\;\; + 2  K^b_a K^a_b \: s \partial_s \phi^{(2)}   +  4   (K^b_a K^a_b)^2 \: s^3   \partial_s \phi^{(0)}_{+}+     4  K^a_c K^b_a K^c_b  \: s^2   \partial_s \phi^{(1)}.
"
4579,11064.png,"\mu_2 = \sigma_2, \; \mu_3 = \sigma^2_3, \; \mu_4 = \sigma_4
"
4580,11065.png,"I_{n,B}=\frac1{(4\pi^2)^2}\int_0^\Lambda\,        |\varphi_k\dot\varphi_{k'}-\dot\varphi_k\varphi_{k'}|^2        \frac{k^2k'^2k^{2n}}{k'^2-k^2}                \coth\frac{\beta W_k}2                \coth\frac{\beta W_{k'}}2\, dkdk'\ .
"
4581,11066.png,"f_A\left(\frac{f_B^{\prime}}{r}\right)-f_B\left(\frac{f_A^{\prime}}{r}\right)+2\eta^2\left[H(r K^{\prime})-K(r H^{\prime})\right] = 0
"
4582,11067.png,"{\Pi}^{(-N)}=p^{(-N)} [ {\bf 1} - {\pi}^{(j^{(-N)})}],
"
4583,11068.png,"S_{ij}(\theta )=S_{ji}(-\theta )^{-1}=S_{j\bar{\imath}}(i\pi -\theta ),\quad\prod_{l=i,j,k}S_{dl}(\theta +i\eta _{l})=1\,\,\,,  
"
4584,11069.png,"G_i(x_B)\sim\left(1-x_B\right)^{2n-3}
"
4585,1107.png,"\Theta^{\mu\nu}(x) = {1 \over 2} \int_S d^2 S^{\mu\nu}(x(\sigma)) \delta^4(x-x(\sigma)) ,\quad  d^2 S^{\mu\nu} := d\sigma^1 d\sigma^2 {\partial(x^\mu,x^\nu) \over \partial(\sigma^1,\sigma^2)} .
"
4586,11070.png,"{\tilde V} = V - h(d) \tau \rho^{d},\qquad\beta = \frac{b}{d}\,.
"
4587,11071.png,"\sum_{j}q^j_a \varphi_{j}^{+}\overline{\varphi}_{j}^{+}=\zeta_a^+\overline{\zeta}^+_a=u_{(\alpha}^+u_{\beta)}^+\zeta^{(\alpha}_a\overline{\zeta}^{\beta)}_a.
"
4588,11073.png,"c \equiv \frac{b}{ 18 \times \sqrt{2} \, \pi }
"
4589,11074.png,"P\,=\,\left(\begin{array}{cccc}1 & 0 & 0 & 0 \\0 & 0 & 1 & 0 \\0 & 1 & 0 & 0 \\0 & 0 & 0 & 1\end{array}\right)\,.
"
4590,11075.png,"\psi \longrightarrow \psi + \eta, \ \ \ \ \Phi \longrightarrow\Phi+ \varphi, \ \ \ \ e^\mu_a \longrightarrow  e^\mu_a +  h^\mu_a,
"
4591,11076.png,"\Theta ^x_{\; x} =  L^2  \left(  {T_{(1,q)}\, u^{4} \over \sqrt{u^4+ {u^\prime}^2 }} - qT_{\rm F}\, u^2  \right) .
"
4592,11077.png,"S = \frac{1}{16\pi G}\int d^3x \sqrt{-g} (R-2\Lambda)+S_{\rm f}\, ,                            
"
4593,11078.png,"%\langle W\rangle\sim\exp\Bigl(\frac{4\pi^2\sqrt{2g^2N}}{\Gamma^4(1/4)}T\Bigr),%
"
4594,11079.png,"\mu ^{\dagger }G+G\mu =0\; \; \; \; G=\left( \begin{array}{cc}-\gamma _{0} & \\ & 1_{N}\end{array}\right)
"
4595,1108.png,"V_{nm}^{>}(B) \propto \frac{-1}{ l^3}  \int_{0}^{1} d\eta\int_{0}^{1} du\,   u^{2(n-2)}\left[ F(u;0) \right]^{n-2m}[ \widetilde{G}(u) ]^m.
"
4596,11080.png,"e^A{}_\alpha (q,p,t)=\frac{\partial }{\partial q^\alpha }n^A(q,p,t),
"
4597,11081.png,"ds_{class}^2 \equiv R^2 h_{\alpha\beta}d\sigma^\alpha d\sigma^\beta = R^2\left( -U^2 d\tau^2 + \frac{U^6}{U_0^4}d\sigma^2 \right).
"
4598,11082.png,"\int_0^\infty ds\left(e^{s\bar{D}^2}\right)_{Ax,By}=\sum_{n=0}^\infty\int_{n\sigma}^{(n+1)\sigma}ds\left(e^{s\bar{D}^2}\right)_{Ax,By}
"
4599,11083.png,"{}S^R \left[ h_{ij}, P_\mu, X^\nu, N, N^i, [{\bf \bar{n}}]_L \right] =\int_{\cal M} dt \, d^3x \left( \dot{X}^\mu P_\mu - NH^R - N^i H^R_i\right),
"
4600,11084.png,"H(v,w)=vw=0~, \quad \mbox{where}\quad  v=x^4+ix^5~, \quad w=x^8+ix^9~.
"
4601,11085.png,"\left[M_{\hat\mu\hat\nu},M_{\hat\rho\hat\sigma}\right]=\eta_{\hat\mu[\hat\rho}M_{\hat\sigma]\hat\nu}-\eta_{\hat\nu[\hat\rho}M_{\hat\sigma]\hat\mu} \,,
"
4602,11086.png,"[T_m,T_n]=(m-n)T_{m+n}+{c\over 12}(m^3-m)\delta_{m,-n}
"
4603,11087.png,"\phi = \phi_+ + \phi_-
"
4604,11088.png,"E_{i}\mapsto -\partial_{x_{i i}}-           \sum_{j=i+1}^{n}x_{i+1 j}\partial_{ x_{i j}} ,
"
4605,1109.png,"\begin{array}{lcr}\{X^1,X^3\}+\{X^4,X^2\}+\{X^5,X^7\}+\{X^8,X^6\}=0\\\{X^1,X^4\}+\{X^2,X^3\}+\{X^8,X^5\}+\{X^7,X^6\}=0\\\{X^1,X^5\}+\{X^4,X^8\}+\{X^7,X^3\}+\{X^6,X^2\}=0\\\{X^1,X^6\}+\{X^2,X^5\}+\{X^3,X^8\}+\{X^4,X^7\}=0\\\{X^1,X^7\}+\{X^3,X^5\}+\{X^8,X^2\}+\{X^6,X^4\}=0\\\{X^1,X^8\}+\{X^5,X^4\}+\{X^2,X^7\}+\{X^6,X^3\}=0 .\end{array}
"
4606,11090.png,"\varrho (\zeta)=\left( \pi \rho(0) \right)^2|\zeta|\left(J_0^2(2\pi\rho(0)  \zeta) +J_1^2(2\pi\rho(0)  \zeta)\right)
"
4607,11091.png,"x_{s}=2s+\frac{\eta_{1}}{N}s(d-1)\frac{(s-1)d(d-3)-2(d-2)}{4-d},
"
4608,11092.png,"A_{-1} + A_0 U_0(x) + \sum\limits_{k=0}^{N-1}\,\tilde A_{0k}U_{k+1}(x)= 0,
"
4609,11093.png,"\Omega_2(E)=\frac{1}{2!}\int_{0}^{E}\Omega_1(E-t)\Omega_1(t)dt
"
4610,11094.png,"G_{\alpha\beta}=g_{\mu\nu}X^\mu_{,\alpha} X^\nu_{,\beta}.
"
4611,11095.png,"F(k)\rightarrow 1-k^2(\frac{2\pi^2-9}{12})\equiv 1-\gamma k^2.
"
4612,11096.png,"B_{eff}(\vec{R}_{p})=   -4\pi\kappa\varepsilon_{ij}\partial_{i}a_{j}(\vec{R}_{p})  \;\;\;,\;\;\;                \partial_{i}\equiv\frac{\partial}{\partial R^{i}_{p}} \;\;.
"
4613,11097.png,"  - (\chi \partial_{\xi} + \chi_A \partial_{\xi_A} ) \hat{\xi}_A \frac{m}{e} \int Y_1 \; \; \; ,
"
4614,11098.png,"{q^2 \over Q^2}\, (D-3+ {1 \over c_{0}^2})=\sigma_{2}(q,c_{0},Q,\phi_{0},\lambda)
"
4615,11099.png,"\delta _\theta \Phi ^{\alpha _{2a}}\approx \left\{ \begin{array}{l}D_{\;\;\beta _L}^{\alpha _L}\theta ^{\beta _L},\; {\rm for}\;L\;{\rm even}, \\ D_{\;\;\beta _{L+1}}^{\alpha _{L+1}}\theta^{\beta _{L+1}},\;\;{\rm for}\;L\;{\rm odd}. \end{array}\right.
"
4616,111.png,"A_{\perp \pm }^{r}(\tau ,\vec{\sigma})=P_{\perp}^{rs}(\vec{\sigma})\sum_{i=1}^{N}\frac{Q_{i}}{4\pi } \sum_{h=0}^{\infty }\frac{(\mp )^{h}}{h!}%{\bf V}_{i}^{(h)s}(\tau ) \phi _{i\pm ,h}(\tau ,\vec{\sigma}),  
"
4617,1110.png,"F_{r=0} = \frac{1}{2i} \lbrace \phi^{\ast} r^3 (\partial_r \phi) - \phi r^3 (\partial_r \phi^{\ast}) \rbrace |_{r=0}
"
4618,11100.png,"\Delta=(m_1\Lambda_2-m_2\Lambda_1)^2+4m_1m_2\Lambda_3^2 -4m_3(m_1\Lambda_2\Lambda_3+m_2\Lambda_1\Lambda_3-m_3\Lambda_1\Lambda_2)~.
"
4619,11101.png," (u  * v)(x) = \Bigl( e^{ \frac i2 \theta^{ij}   \partial_i^x \partial_j^y }\, u(x) v(y) \Bigr)_{y=x} \,.
"
4620,11102.png,"\alpha ^{*i}{}_j\alpha ^j{}_k=\delta ^i{}_k\,.
"
4621,11103.png,"\partial_z^2 \gamma(y(z)) + \omega^2 \gamma(y(z)) + V_{eff}(z)\gamma(y(z)) = 0.  
"
4622,11104.png,"P^-_{rh} = {g^2 L \over 4\pi^2} \left[\sum_{N \neq 0}{C^3_N C^3_{-N} \over N^2} +\sum_N \left [{C^+_N C^-_{-N} \over (Z_R+N)^2} + {C^-_{N} C^+_{-N} \over (Z_R-N)^2} \right ]+\Pi^2_R \right]
"
4623,11105.png,"-2qr(\partial A\partial F)-2q{\tilde d}(\partial A\partial B)- 2r{\tilde d}(\partial B\partial F)]. 
"
4624,11106.png,"{\cal O}_\pm^a( \{x\} ) := (-1)^{\frac{N(N-1)}{2}}\left[\frac{1}{N!} \sum_\pi \mbox{sign}(\pi) \prod_{b=1}^{N}\overline{\psi}^{(\pi(b))}_{\stackrel{{\scriptstyle 1}}{{\scriptstyle 2}}}(x^{(b)})\right]
"
4625,11107.png,"M = \left(\begin{array}{ccc}\cosh\alpha & \sinh\alpha & 0 \\\sinh\alpha & \cosh\alpha & 0 \\0 & 0 & 1\end{array}\right)
"
4626,11108.png,"(\phi_{\lambda},\phi_{\lambda^{\prime}})=\delta(\lambda-\lambda^{\prime}).
"
4627,11109.png,"h(a)\equiv\left.{d\over da}{d\over db}g(a,b)\right|_{a=b}
"
4628,1111.png,"p_{n+1} = -i D(p_n) + \epsilon \sum_{m = 0}^{n-1} p_m p_{n-m}.  
"
4629,11110.png,"\lambda_4=\lambda_v(u)\lambda_w(v)\lambda_v(v)\lambda_u(u),\quad\lambda_5=\lambda_v(v)\lambda_w(w)\lambda_v(w)\lambda_u(v),\quad\lambda_6=\lambda_v(w)\lambda_w(u)\lambda_v(u)\lambda_u(w)
"
4630,11111.png,"- \, \frac{\pi^{2\mu}a(1)a(2\mu-2)}{2(\mu-1)} \left[ 3(\mu-1)\Theta\Xi+ \frac{3\Xi}{(\mu-1)} - (3\mu+2)\Theta + \frac{2\mu\Psi}{(\mu-1)} \right]
"
4631,11112.png,"b = \int_{\mathcal{C}} B_{(2)} = \frac{1}{2} \,\sqrt{V_*} +\sqrt{2V}\, \tilde b\,(r) \,.
"
4632,11113.png,"X=\{ p\in {\bf WP}^{N-1}_{w_1,\ldots,w_N} \mid W_1(p)=\cdots=W_{t}(p)=0\}
"
4633,11114.png,"S=-\frac 12 \int d^Dx \; g_{\alpha\beta}(\phi) \partial_\mu  \phi^\alpha\partial^\mu  \phi^\beta\,,
"
4634,11115.png,"\alpha^a_q = \int^1_0 d\tau f_q(\tau) X^a(\tau).
"
4635,11116.png,"i\frac{d}{ds}f(x,x',s)=\left[m^2-( \hat{{\cal P}}_{\nu} \gamma^{\nu})^2\right]f(x,x',s),
"
4636,11117.png,"\partial_{\mu}e_{\nu}^{a-}-\partial_{\nu}e_{\mu}^{a-}+\omega_{\mu\,b}%^{a}e_{\nu}^{b-}-\omega_{\nu\,b}^{a}e_{\mu}^{b-}-2e_{\mu}^{a-}b_{\nu}+2e_{\nu}^{a-}b_{\mu}=0,
"
4637,11118.png,"\zeta ^{\prime }({\bf x,}0)=\frac{d\zeta ({\bf x,}s)}{ds}\mid _{s=0}
"
4638,11119.png,"S_{BB} = GER/G\hbar = R_s~ R ~l_P^{-2} \le S_{HOB} = R_{eff}^2 ~ l_P^{-2} \;\;, \; R_s \equiv GE \; ,
"
4639,1112.png,"T(s,z:q) = \frac{1}{2\pi i}\left(             \frac{q-q^{2}}{1-q^{z}}             \right)^{s} \sum_{l \ne 0} \frac{1}{l}F(\delta l,1,1-s:1-q^{z}).  
"
4640,11121.png,"\left. \Omega _{ab}^{ij}\right| _{F^{a}=0}=\left( \begin{array}{ll}0 & 0 \\ 0 & -\frac{1}{2}\gamma _{ab}\epsilon ^{ijkl}f_{kl}\end{array}\right) .
"
4641,11122.png,"D(\Lambda, u) = T(u') \Lambda T^{-1}(u),
"
4642,11123.png,"{\cal S}_H=\int d^4x\int d\phi~\sqrt{-G}~H_{MNL}~H^{MNL}
"
4643,11124.png,"{\cal L}_\xi g_{ij}=\nabla_i(g_{jk}\xi^k)+\nabla_i(g_{ik}\xi^k)-\alpha (g_{ij}-\rho\partial_\rho g_{ij})-2\rho\partial_\rho \alpha g_{ij}~~.
"
4644,11125.png,"L_g^{ab}= L^{ab}+\tilde{L}^{ab} 
"
4645,11126.png,"S = - \frac{1}{4\pi\alpha'}\int d\sigma d\tau \sqrt{-h}h^{(a)(b)}(\sigma, \tau)G_{\mu\nu}(x(\sigma,\tau))\partial_{(a)}x^{\mu}\partial_{(b)}x^{\nu},
"
4646,11127.png,"Z={V_{p+1}}\Gamma(0){{(2\pi{\alpha^2}\mbox{T})}^{-1/2}}\int{{d\tau}\over{\tau}}{{\left({{\mbox{T}}\over{4\pi\tau}}\right)}^{(p+2)/2}}\exp\left(-\mbox{T}{\mathcal{Y}^2}\tau\right){{|\eta(i\tau)|}^{1-d}},
"
4647,11128.png,"A^{(1)}_z=\frac{1}{3z(z+1)(z+2)}
"
4648,11129.png,"G_{F}^{periodic} = \dot{G}_{B}  \hspace{.5cm} , \hspace{.5cm} G_{B}(\tau_{1}, \tau_{2}) = |\tau_{1} - \tau_{2}| - \frac{(\tau_{1} - \tau_{2})^{2}}{s}   
"
4649,11130.png,"2H_1-\left[sp+3\left(q-1\right)\right]H_I+\left(2s-1\right)H_3+\left(2s-3\right) H_4=0\,.
"
4650,11131.png,"{\cal QH}_l({\bf CP}^n)=\rho_l(T({\bf CP}^n)) \oplus \tau^l, \qquad l\in {\bf Z}.
"
4651,11132.png,"\Pi_1^{\beta} (m_0)=\frac{\lambda}{2}\int_0^{\infty }\frac{dp ~ p^2}{2\pi^2} \frac {n_B(\omega)}{\omega_p(m_0)}.
"
4652,11133.png,"g_{\mu\nu}= \left(                \begin{array}{cccc}                -N^{2} && 0 &\\                &&& \\                0 && \frac{1}{8}e^{2\alpha}\chi_{iAB}\chi^{AB}_{j} & \\                &&&                \end{array}  \right)                =\left(                \begin{array}{cccc}                -N^{2} && 0 &\\                &&& \\                0 && e^{2\alpha}\chi^{I}_{i}\chi_{Ij} & \\                &&&                \end{array}  \right),
"
4653,11134.png,"1+l^2\left(\frac{1}{S^2}-\frac{1}{L^2M^2}\right)(1-\nu^2 L^2)>0;
"
4654,11135.png,"%{\cal D}_\alpha \; F^{\beta\alpha} = j^\beta%
"
4655,11136.png,"a_{1}=k[\tilde H]^{n-2}_{1} (B^2_{0} A^0_1 +B^1_{1} A^1_0)+\frac{1}{\alpha}(-)^{n-3}k{\overline A}^*_1 B^1_1 +m_1 A^0_1,
"
4656,11137.png,"e^{2\psi(r_0)}\alpha^{2} = \beta^{2}r_{0}^{2}
"
4657,11138.png,"u^{[+2]}_m=\frac18(v^{+}_{\alpha A}\tilde \sigma_m^{\alpha\beta}v^{+}_{\beta A})=\frac18(v^{\alpha+}_{\dot A}\sigma_{m\alpha\beta}v^{\beta+}_{\dot A}),
"
4658,11139.png,"W(\Phi)=\Lambda^{2}\Phi-\frac{g}{3}\Phi^{3},
"
4659,1114.png,"H_0=\int dp f(p) A^\dagger_f(p)A_f(p)=\int_x [ {\frac {1}{2}}\Pi^{2}_x                +{\frac {1}{2}}(\partial_x \phi_x)^2 +                {\frac {1}{2}}\mu^2 (\phi_x-\varphi)^2                -{\frac {1}{2}}I_0(\mu)]    \;.
"
4660,11140.png,"X_{fermion}=-g\sigma_{\mu\nu}T^{a}_{f}F^{a}_{\mu\nu}/2.
"
4661,11141.png,"f_i=a_i+\lambda {b_i\over x-x_B}. 
"
4662,11142.png,"C^{(1)}Z^{(1)}=O\left(  \Phi^{(1)}\right)
"
4663,11143.png,"\hat{K}_{\hat{a}\hat{b}\hat{c}}= {\textstyle\frac{1}{2}}\left(\hat{T}_{\hat{a}\hat{c}\hat{b}}+\hat{T}_{\hat{b}\hat{c}\hat{a}}-\hat{T}_{\hat{a}\hat{b}\hat{c}}\right) \; ,
"
4664,11144.png,"Tr K^{(1)}_{\bf a}\simeq -{1\over 2}f(p)=-{1\over \ln (tk^2_0)}+{\sqrt{t}k_0\over tk_0^2-1}~~.
"
4665,11145.png,"\prod_{r=1}^n \prod_{s=n+1}^{2n} |z_r - z_s |^{-2}
"
4666,11146.png,"N^i_{jl}=\left\{\matrix{  1&{\rm when}~  i=j+l,j+l-2,\ldots, |j-l| \cr0&{\rm otherwise}\cr} \right.
"
4667,11147.png,"I_1 = \Pi_0 \, ( \, \Pi_0 - \frac{3}{l} \, ) + \frac{1}{l^2}\vec{J}^2 + \frac{1}{l^2} \, B_i^+ \, B_i^- ,
"
4668,11148.png,"d\mu=-\frac{dx_{e}dx_{n}}{4\mbox{sin}^{2}(x_{e}/2)}
"
4669,11149.png,"\Phi( v ,\bar v ,a,\bar a):=-K( v ,\bar  v )+K( v ,\bar a)+K(a,\bar v )-K(a,\bar a).
"
4670,1115.png,"{\cal Y}^\ell_m(\stackrel{\rightharpoonup}{x_1}-x_2)=r^\ell y^\ell_m
"
4671,11150.png,"%f = f' + {i\hbar \over 2} (c_{12}' \theta _{12} + c_{13}' \theta _{13}%+ c_{23}' \theta _{23} ) ,%
"
4672,11151.png,"K_{20}(k^2)  = \int_{-\pi/2+3\epsilon/2}^{\pi/2-\epsilon/2} d \theta_2  \int_{-\pi/2+\epsilon/2}^{\theta_2-\epsilon} d \theta_1~  {\cal F}(\theta_1)^{k^2-1} {\cal F} (\theta_2)^{k^2-1}  \left| 2 \sin \frac{\theta_2 - \theta_1}{2}  \right|^{-2 k^2},
"
4673,11152.png,"V(x) =   \left\{ \begin{array}{ll}      V_0, & -a \le x \le 0 \\      0, & x < -a,\quad x > 0 \\    \end{array}  \right.  
"
4674,11153.png,"f_{ttt} \, + f_{ttt} \, f_{xxx} - f_{ttx} \, f_{txx} + f_{ttt}\, f_{txx} - f_{xtt}^{\;\;\;2} + f_{xxx} \, f_{xtt} - f_{xxt}^{\;\;\;2} = 0
"
4675,11154.png,"\mathcal{L}=\frac{4}{9}F_{(\alpha \beta \gamma )\nu }\,F^{(\alpha \beta\gamma )\nu }+\frac{2}{3}F_{(\alpha \beta \gamma )\nu }\,F^{(\alpha \beta\nu )\gamma }-F_{(\alpha \beta \mu )}{}^{\mu }\,F^{(\alpha \beta \nu)}{}_{\nu }\ ,  
"
4676,11155.png,"I(x;{\widetilde s},n,d)=\int_{0}^{\infty}\tau^{{n-1\over 2}}e^{-x^{2}\tau} \; d\tau=x^{-n-1}\Gamma \left({1+n \over 2}\right).
"
4677,11156.png,"\mbox{Tr}(e^{-t\Delta_k})=\sum_{0{\le}l{\le}l_0}a_l(\Delta_k)t^{-l}+O(t^{\epsilon}) 
"
4678,11157.png,"\oint_{\alpha_j}\omega_k=\delta_{jk},
"
4679,11158.png,"1-{\frac {m^2\beta^2}{8}}exp\{-{\frac {\beta^2}{4}}         [I_{1}(\mu^2)-I_1(M^2)]\}I_2(\mu^2)cos(\beta\varphi))>0 \;.
"
4680,11159.png,"k_- = \frac{A}{B}\frac{r_+ - r_-}{2{r_-}^2}.                             
"
4681,1116.png,"\ln \Gamma(z)=\int\limits_0^\infty\left[ (z-1)e^{-t}+\frac{e^{-tz}-e^{-t}}{1-e^{-t}}\right]\frac{dt}{t}\ ,
"
4682,11160.png,"(\alpha ')' = \alpha ' (a+c) . 
"
4683,11161.png,"M = \left[ \begin{array}{cc} 0&iI\\-iI&0 \end{array} \right],
"
4684,11162.png,"S[q] = \lim_{T \rightarrow \infty} \left\{\int_{-T}^T dt \; \left[\frac12 m \dot{q}^2 - \frac14 m \omega^2_0 q^2\right] - \frac18 m \omega^2_0 \ell_0^2 T\sin\left[ {2 \over T} \int_{-T}^T dt {q^2 \over \ell_0^2}\right] \right\} \; .
"
4685,11163.png,"\hat{G}_{\mu \nu }={T}_{\mu \nu }+\Lambda {g}_{\mu \nu }
"
4686,11164.png,"R_{\mu \nu }=-(d^{\prime }-1)\lambda ^{2}g_{\mu \nu },  
"
4687,11165.png,"d s_2^2  =  \frac{2}{4 \rho^{\gamma-1} - (\gamma-1)^2 u^2} \left[\rho^{\gamma-2} d \rho^2 - (\gamma-1) u \, d \rho \, d u + \rho \,          d u^2 \right] 
"
4688,11166.png,"[\psi_{\pm}^{s}(x) , \psi_{\pm}^{\dagger s}(y)]_{+}=\zeta_{\pm} (s,x,y),
"
4689,11167.png,"\widehat \Omega  ~=~ (1- w_1^2 -w_2^2) \,.
"
4690,11168.png,"{\tilde T}: {\bf N} \mapsto {\bf N}_1 = \left(\begin{array}{c}1 \\0 \\0 \end{array}\right).
"
4691,11169.png,"\partial_g \partial_h \; = \;\partial_g + \partial_h -\partial_{(h \odot g)}, \;\;\; g,h \in G'.
"
4692,1117.png,"{\widehat G}_{\mu\nu}\equiv{\delta_\mu}^M {\delta_\nu}^N G_{MN} \Big|_{y=y_0}~,
"
4693,11170.png,"\sum_{(A')} = [\delta_1 \otimes Y , \, \, \Delta \, \delta_T ] \, . 
"
4694,11171.png,"b^{i}\int_{{\cal{C}}_{i}}{\nu}=\int_{b^{i}{\cal{C}}_{i}}{\nu}=\int_{X}{b^{i}\omega_{i}\wedge \nu}.
"
4695,11172.png,"\alpha_{( \cdot), (\cdot)}^{-1,1} = A_{( \cdot), (\cdot)}^{-1,1}+  \frac{1}{N^2}  A_{(\cdot), (\cdot)}^{0,0}- \frac{1}{N}   B_{(\cdot), (\cdot)}^{0,0}- \frac{1}{N}  B_{(\cdot), (\cdot)}^{-1,1}.
"
4696,11173.png,"[{L}_{u^{\alpha (i,j)}}]\Delta_\nu u^\alpha (x)^{(i,j)}+\Sigma_{\mu=1,2}\{ \Delta_\mu E_\mu^{-1}{{T}_D}_\nu ^{\mu(i,j)}+\frac{\partial{{L}_D}^{(i,j)}}{\partial x^{\nu (i,j)}}\}=0.
"
4697,11174.png,"\theta(\varphi(\tau))=\varphi(-\tau),\quad\theta^2=1
"
4698,11175.png,"\pmatrix{{\bf 1}&0\cr{\tilde{\bf c}}&{\bf 1}}\qquad\qquad{\tilde{\bf c}}=\sum_iN_i g_i^t {\tilde{\bf c}}^v g_i+\sum_jM_j g_j^t {\tilde{\bf c}}^h g_j
"
4699,11176.png,"{\cal W}_\mu \Sigma _c={\cal W}_\mu \Xi -{\cal B}_\Sigma \left( {\cal W}_\mu \tilde{\Xi}+\int d^2x\xi ^\nu \Lambda _{\nu \mu }\right) =0\;,  
"
4700,11177.png,"   \psi _{\tau} = (\psi ^{a}_{\mu}\, , \, \psi , \, \psi ^{a} ) \quad , \quad  \gamma _{\tau} = ( \gamma ^{a}_{\mu}\, , \, \gamma , \, \gamma ^{a}) \, ,                        \, \, \xi = ( \gamma _{\tau}\, ,\, \omega ^{a}) .
"
4701,11178.png,"V= (-1)^{F+1} g {k^4 a^4\over 32\pi^2} \left({k^2 a^2\over4\pi\mu^2}\right)^{-\epsilon/2}\Gamma(-2+\epsilon/2)\sum_nx_n^{4-\epsilon}.
"
4702,11179.png,"H^2={1\over\ell^2\sinh^2 (r_0 /\ell)}.
"
4703,1118.png,"\left.\frac{dC_V}{dT}\right|_{T_c^+}-\left.\frac{dC_V}{dT}\right|_{T_c^-} =\left. \Omega T_c^+\mu''(T_c^)\frac{\partial\varrho(T,\mu)}{\partial T}\right|_{T=T_c^+}
"
4704,11180.png,"R^{pc} = 3q^{2}[2\epsilon_{\lambda\sigma}^{\gamma\delta}\epsilon_{\omega\nu}^{\sigma\eta}H_{\gamma\delta}^{\nu}H_{\eta}^{\lambda\omega} + \epsilon_{\nu\lambda}^{\rho\eta}\epsilon_{\alpha\beta}^{\lambda\nu}H_{\sigma}^{\alpha\beta}H_{\rho\eta}^{\sigma}]
"
4705,11181.png,"\kappa_{11}^2 = \kappa_{4}^2\, V_7~.
"
